"","state","account_length","area_code","international_plan","voice_mail_plan","number_vmail_messages","total_day_minutes","total_day_calls","total_day_charge","total_eve_minutes","total_eve_calls","total_eve_charge","total_night_minutes","total_night_calls","total_night_charge","total_intl_minutes","total_intl_calls","total_intl_charge","number_customer_service_calls"
"1224","DE",114,"area_code_415","no","yes",31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13,4,3.51,0
"1225","CO",130,"area_code_408","no","no",0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4
"1226","TX",75,"area_code_415","no","no",0,305.1,106,51.87,188,115,15.98,235.4,116,10.59,8.5,5,2.3,0
"1227","WV",113,"area_code_510","no","no",0,72.5,88,12.33,204,112,17.34,117.9,118,5.31,6.6,3,1.78,1
"1228","MI",82,"area_code_415","no","no",0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0
"1229","NY",54,"area_code_510","yes","no",0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3
"1230","SD",78,"area_code_408","no","no",0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0
"1231","AK",100,"area_code_415","no","yes",29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1
"1232","VA",117,"area_code_408","no","no",0,97.1,98,16.51,228,131,19.38,240,111,10.8,10.6,3,2.86,1
"1233","MS",68,"area_code_415","no","no",0,94.1,93,16,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0
"1234","SD",27,"area_code_510","no","no",0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2
"1235","AL",181,"area_code_415","no","yes",27,190.3,93,32.35,249,127,21.17,215.7,82,9.71,10.6,4,2.86,1
"1236","GA",93,"area_code_415","no","no",0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12,4,3.24,0
"1237","MA",93,"area_code_415","no","no",0,173,131,29.41,190.4,108,16.18,290,66,13.05,10.4,2,2.81,0
"1238","AZ",107,"area_code_415","no","yes",32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1
"1239","DE",115,"area_code_415","no","no",0,195.9,111,33.3,227,108,19.3,313.2,113,14.09,13.2,1,3.56,2
"1240","DC",119,"area_code_408","no","yes",26,132,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1
"1241","GA",73,"area_code_408","no","no",0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1
"1242","MO",83,"area_code_408","no","no",0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0
"1243","MT",100,"area_code_415","no","no",0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4
"1244","AL",16,"area_code_415","no","no",0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3
"1245","CT",147,"area_code_415","no","no",0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2
"1246","MO",107,"area_code_415","no","no",0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3
"1247","AK",58,"area_code_510","no","no",0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3
"1248","LA",91,"area_code_408","no","no",0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2
"1249","MA",93,"area_code_415","no","yes",31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1
"1250","NH",35,"area_code_408","no","no",0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5
"1251","WA",60,"area_code_415","yes","no",0,205.9,97,35,277.4,117,23.58,202,139,9.09,11,2,2.97,0
"1252","SC",41,"area_code_510","no","no",0,207.2,138,35.22,214.1,83,18.2,193,105,8.69,11.9,4,3.21,1
"1253","MT",34,"area_code_415","no","yes",14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2
"1254","AZ",94,"area_code_415","no","no",0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2
"1255","NH",123,"area_code_408","no","no",0,224,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0
"1256","MI",52,"area_code_415","no","no",0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11,5,2.97,1
"1257","CT",67,"area_code_415","no","no",0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0
"1258","WY",41,"area_code_510","no","no",0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3
"1259","MD",51,"area_code_510","no","yes",28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0
"1260","NY",122,"area_code_415","no","no",0,141.4,128,24.04,146.4,70,12.44,123,75,5.54,8.1,4,2.19,0
"1261","LA",91,"area_code_415","no","no",0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0
"1262","WV",109,"area_code_415","no","no",0,180,100,30.6,229,103,19.47,139.4,105,6.27,7.8,8,2.11,3
"1263","KY",95,"area_code_510","no","no",0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2
"1264","WV",58,"area_code_408","no","yes",39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1
"1265","ND",148,"area_code_415","yes","no",0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1
"1266","WA",76,"area_code_510","yes","no",0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0
"1267","NE",67,"area_code_415","no","yes",41,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0
"1268","SD",30,"area_code_415","no","no",0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0
"1269","DE",53,"area_code_415","no","yes",32,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2
"1270","PA",142,"area_code_510","no","yes",40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1
"1271","WA",143,"area_code_510","no","no",0,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1
"1272","DC",93,"area_code_408","no","yes",22,306.2,123,52.05,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0
"1273","OH",68,"area_code_415","yes","yes",24,125.7,92,21.37,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3
"1274","TN",93,"area_code_510","yes","no",0,168.4,114,28.63,276,127,23.46,196.2,48,8.83,11.4,3,3.08,1
"1275","SD",221,"area_code_510","no","yes",24,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0
"1276","NY",150,"area_code_415","no","yes",35,139.6,72,23.73,332.8,170,28.29,213.8,105,9.62,8.8,2,2.38,2
"1277","UT",61,"area_code_415","yes","yes",29,128.2,119,21.79,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3
"1278","WI",142,"area_code_510","no","no",0,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1
"1279","OK",112,"area_code_415","no","no",0,166,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0
"1280","WA",121,"area_code_510","no","no",0,255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3
"1281","MA",58,"area_code_415","no","yes",30,178.1,111,30.28,236.7,109,20.12,264,118,11.88,8.4,2,2.27,0
"1282","KS",101,"area_code_415","no","no",0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1
"1283","OR",89,"area_code_415","no","no",0,111.2,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3
"1284","OH",160,"area_code_415","no","no",0,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0
"1285","NM",55,"area_code_415","no","no",0,132,103,22.44,279.6,114,23.77,180,74,8.1,13.5,4,3.65,0
"1286","MI",63,"area_code_510","no","no",0,185.3,87,31.5,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16,0
"1287","RI",138,"area_code_510","yes","no",0,286.2,61,48.65,187.2,60,15.91,146.2,114,6.58,11,4,2.97,2
"1288","NC",127,"area_code_510","no","no",0,134.9,79,22.93,221.5,114,18.83,113.8,118,5.12,15,2,4.05,1
"1289","OR",61,"area_code_415","no","no",0,234.2,76,39.81,216.7,108,18.42,130.6,122,5.88,13.9,2,3.75,1
"1290","DC",130,"area_code_510","no","no",0,132.4,81,22.51,200.3,110,17.03,202.5,103,9.11,6,1,1.62,2
"1291","RI",89,"area_code_415","no","yes",24,97.8,98,16.63,207.2,67,17.61,214.5,126,9.65,5.9,2,1.59,0
"1292","NH",60,"area_code_415","no","no",0,180.3,67,30.65,208,68,17.68,181.2,101,8.15,12.8,6,3.46,2
"1293","MD",133,"area_code_510","no","no",0,295,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2
"1294","IN",131,"area_code_408","no","no",0,240.9,108,40.95,167.4,91,14.23,322.2,109,14.5,14.7,8,3.97,3
"1295","NJ",139,"area_code_415","no","yes",43,231,85,39.27,222.3,82,18.9,148,105,6.66,8.3,5,2.24,2
"1296","AR",76,"area_code_408","no","no",0,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10,3,2.7,4
"1297","AZ",48,"area_code_415","no","yes",27,141.1,109,23.99,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1
"1298","OH",106,"area_code_415","no","yes",30,220.1,105,37.42,222.2,109,18.89,158.4,96,7.13,13.1,8,3.54,0
"1299","CA",127,"area_code_510","no","no",0,107.9,128,18.34,187,77,15.9,218.5,95,9.83,0,0,0,0
"1300","IN",114,"area_code_408","no","no",0,203.8,85,34.65,87.8,110,7.46,166.2,122,7.48,11.7,4,3.16,1
"1301","RI",95,"area_code_408","no","no",0,160,133,27.2,215.3,98,18.3,188.9,87,8.5,9.1,4,2.46,0
"1302","TN",110,"area_code_415","no","no",0,227.7,88,38.71,170,96,14.45,128.7,57,5.79,11.7,5,3.16,1
"1303","CA",84,"area_code_415","no","no",0,280,113,47.6,202.2,90,17.19,156.8,103,7.06,10.4,4,2.81,0
"1304","LA",75,"area_code_510","yes","no",0,153.2,78,26.04,210.8,99,17.92,153.5,100,6.91,7.8,3,2.11,1
"1305","WI",114,"area_code_415","no","yes",26,137.1,88,23.31,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2
"1306","AL",106,"area_code_408","no","yes",29,83.6,131,14.21,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1
"1307","SC",181,"area_code_408","no","no",0,229.9,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2
"1308","MO",89,"area_code_415","no","no",0,178.7,81,30.38,233.7,74,19.86,131.9,120,5.94,9.1,4,2.46,1
"1309","MS",103,"area_code_510","no","yes",29,164.1,111,27.9,219.1,96,18.62,220.3,108,9.91,12.3,9,3.32,0
"1310","MD",62,"area_code_408","no","no",0,321.1,105,54.59,265.5,122,22.57,180.5,72,8.12,11.5,2,3.11,4
"1311","IN",117,"area_code_415","no","no",0,118.4,126,20.13,249.3,97,21.19,227,56,10.22,13.6,3,3.67,5
"1312","WV",159,"area_code_415","no","no",0,169.8,114,28.87,197.7,105,16.8,193.7,82,8.72,11.6,4,3.13,1
"1313","OH",78,"area_code_408","no","no",0,193.4,99,32.88,116.9,88,9.94,243.3,109,10.95,9.3,4,2.51,2
"1314","AZ",192,"area_code_415","no","yes",36,156.2,77,26.55,215.5,126,18.32,279.1,83,12.56,9.9,6,2.67,2
"1315","WV",68,"area_code_415","no","no",0,231.1,57,39.29,153.4,55,13.04,191.3,123,8.61,9.6,4,2.59,3
"1316","MT",137,"area_code_510","no","no",0,223.6,86,38.01,244.8,139,20.81,94.2,81,4.24,9.5,7,2.57,0
"1317","NM",99,"area_code_415","no","no",0,216.8,123,36.86,126.4,88,10.74,220.6,82,9.93,15.7,2,4.24,1
"1318","IA",117,"area_code_415","no","no",0,226.5,85,38.51,141.6,68,12.04,223,90,10.04,6.9,5,1.86,1
"1319","MO",138,"area_code_510","no","no",0,89.1,117,15.15,126.8,46,10.78,190.5,71,8.57,9.9,4,2.67,2
"1320","TX",128,"area_code_415","no","yes",43,177.8,100,30.23,147.3,89,12.52,194.2,92,8.74,11.9,1,3.21,0
"1321","ME",102,"area_code_415","no","no",0,228.1,86,38.78,156,97,13.26,227.9,124,10.26,10.6,9,2.86,1
"1322","DE",60,"area_code_408","no","no",0,207.3,77,35.24,207.9,105,17.67,108.2,89,4.87,12.9,5,3.48,1
"1323","MN",96,"area_code_408","no","no",0,208.1,93,35.38,189.2,107,16.08,279.6,90,12.58,7.4,2,2,1
"1324","NC",106,"area_code_415","no","yes",25,169.4,105,28.8,240.5,108,20.44,159.4,114,7.17,13.9,5,3.75,4
"1325","NV",111,"area_code_415","no","yes",35,161.2,142,27.4,159.1,104,13.52,167.9,98,7.56,14.7,5,3.97,1
"1326","CO",102,"area_code_510","no","no",0,95.6,88,16.25,167.6,106,14.25,177.3,95,7.98,9.8,2,2.65,3
"1327","TN",92,"area_code_510","no","yes",25,79.8,99,13.57,313.6,120,26.66,135.5,104,6.1,9.3,8,2.51,2
"1328","DE",42,"area_code_415","no","yes",31,170.8,101,29.04,233.4,104,19.84,174.2,121,7.84,11,3,2.97,2
"1329","OH",69,"area_code_415","no","no",0,229.2,111,38.96,165.3,104,14.05,235.1,80,10.58,5.2,5,1.4,1
"1330","ID",72,"area_code_415","yes","no",0,101,110,17.17,240,70,20.4,333.5,105,15.01,11.1,6,3,0
"1331","IA",92,"area_code_415","no","no",0,138.1,131,23.48,175.7,128,14.93,192.7,119,8.67,10,3,2.7,3
"1332","CA",73,"area_code_415","no","no",0,137.6,113,23.39,179.7,75,15.27,172.8,71,7.78,10.7,2,2.89,1
"1333","MT",69,"area_code_510","no","yes",40,77,106,13.09,161.7,94,13.74,188.6,82,8.49,12.5,6,3.38,1
"1334","ME",70,"area_code_415","no","no",0,169.1,48,28.75,219.8,62,18.68,193.5,105,8.71,10.7,8,2.89,3
"1335","CO",97,"area_code_510","yes","no",0,230.6,131,39.2,261.3,136,22.21,157.1,96,7.07,6.8,4,1.84,0
"1336","MD",106,"area_code_408","no","yes",22,218.6,83,37.16,244.4,70,20.77,132.4,99,5.96,9.1,6,2.46,1
"1337","UT",98,"area_code_415","no","no",0,211.9,65,36.02,224.6,95,19.09,233,81,10.49,9.9,3,2.67,2
"1338","ME",57,"area_code_510","no","no",0,155.2,99,26.38,214.1,98,18.2,241,64,10.85,7.5,7,2.03,1
"1339","AL",117,"area_code_415","no","no",0,198.5,75,33.75,179.8,92,15.28,234.1,119,10.53,10.6,6,2.86,0
"1340","LA",85,"area_code_408","no","no",0,209.1,57,35.55,110.7,111,9.41,113.3,113,5.1,12.8,4,3.46,1
"1341","FL",190,"area_code_415","no","no",0,196.1,95,33.34,228.3,88,19.41,243.6,95,10.96,7.6,3,2.05,3
"1342","WY",114,"area_code_415","no","no",0,178.3,86,30.31,176.5,99,15,187.1,83,8.42,13.8,2,3.73,1
"1343","NE",135,"area_code_415","no","no",0,181.8,92,30.91,159.6,63,13.57,232.4,78,10.46,7,6,1.89,0
"1344","VA",82,"area_code_415","no","no",0,172.4,112,29.31,131.7,89,11.19,182.8,78,8.23,8.8,9,2.38,1
"1345","KS",112,"area_code_415","no","no",0,109,126,18.53,212.7,106,18.08,208.3,92,9.37,7.9,3,2.13,1
"1346","SD",137,"area_code_415","no","no",0,144.5,119,24.57,167.3,89,14.22,175.1,76,7.88,6.1,4,1.65,5
"1347","SC",84,"area_code_415","no","no",0,274.1,119,46.6,144.1,123,12.25,268.2,100,12.07,9.9,5,2.67,2
"1348","ID",140,"area_code_510","no","no",0,193.1,82,32.83,260.3,107,22.13,241.3,93,10.86,13.3,5,3.59,2
"1349","TN",187,"area_code_510","no","yes",25,199.9,64,33.98,134.6,110,11.44,210.4,78,9.47,11.7,6,3.16,3
"1350","OR",102,"area_code_415","no","yes",25,187.5,105,31.88,272.3,88,23.15,216.4,91,9.74,11.7,2,3.16,2
"1351","IA",82,"area_code_408","no","no",0,183.6,111,31.21,303.5,88,25.8,189.8,115,8.54,10.3,6,2.78,0
"1352","TN",114,"area_code_415","no","no",0,108.3,95,18.41,168.3,104,14.31,153.1,109,6.89,9.1,2,2.46,1
"1353","DE",57,"area_code_510","no","no",0,165.1,91,28.07,240.8,56,20.47,277,100,12.47,9.5,3,2.57,2
"1354","HI",40,"area_code_415","yes","yes",21,147.4,117,25.06,262.8,110,22.34,202,97,9.09,10.9,5,2.94,0
"1355","RI",102,"area_code_510","no","no",0,184.6,133,31.38,166.8,94,14.18,225.2,105,10.13,6.8,8,1.84,1
"1356","LA",92,"area_code_510","no","no",0,87.6,89,14.89,172.3,133,14.65,153.4,88,6.9,8,4,2.16,1
"1357","TN",110,"area_code_510","no","no",0,220.9,100,37.55,279.6,76,23.77,239.8,107,10.79,13.5,9,3.65,1
"1358","UT",133,"area_code_510","no","no",0,338.4,86,57.53,234.6,97,19.94,264.8,139,11.92,14.8,4,4,3
"1359","FL",119,"area_code_415","no","yes",37,168.2,81,28.59,283.3,105,24.08,243.8,136,10.97,10.7,3,2.89,1
"1360","PA",92,"area_code_510","no","no",0,185.9,111,31.6,216.8,93,18.43,231,58,10.4,8.5,2,2.3,1
"1361","PA",110,"area_code_510","no","no",0,158.6,97,26.96,204.4,123,17.37,182.5,123,8.21,11.3,3,3.05,2
"1362","DE",109,"area_code_415","yes","yes",36,244.2,147,41.51,199.7,65,16.97,144.4,109,6.5,15.4,3,4.16,2
"1363","MA",117,"area_code_408","no","no",0,240.2,110,40.83,187.9,65,15.97,152.7,102,6.87,7,19,1.89,3
"1364","KY",47,"area_code_415","no","yes",40,158.3,90,26.91,213.2,71,18.12,123,132,5.54,14,2,3.78,2
"1365","CO",53,"area_code_510","no","yes",24,201.7,87,34.29,251.7,97,21.39,297.4,95,13.38,7.9,5,2.13,0
"1366","NH",148,"area_code_510","no","no",0,168.8,102,28.7,248.1,125,21.09,250.7,96,11.28,10.6,4,2.86,1
"1367","IL",55,"area_code_415","no","no",0,203.7,80,34.63,230.2,112,19.57,120.3,48,5.41,9.4,1,2.54,3
"1368","IN",60,"area_code_415","no","no",0,136.4,147,23.19,219.9,101,18.69,99.7,73,4.49,7,3,1.89,0
"1369","CO",90,"area_code_415","no","yes",30,168.2,103,28.59,220.9,75,18.78,224.3,105,10.09,8.2,2,2.21,0
"1370","UT",117,"area_code_408","yes","yes",15,178.8,81,30.4,286.1,85,24.32,229.4,128,10.32,7.1,5,1.92,1
"1371","AL",96,"area_code_415","no","yes",18,262.9,57,44.69,190.2,107,16.17,293.5,103,13.21,11.8,4,3.19,3
"1372","IA",157,"area_code_510","no","no",0,102.9,94,17.49,229.1,96,19.47,198.7,129,8.94,13.6,2,3.67,1
"1373","SC",40,"area_code_415","no","no",0,309.4,86,52.6,271.3,98,23.06,197.1,116,8.87,11.2,5,3.02,3
"1374","WV",161,"area_code_415","no","no",0,159.6,102,27.13,212.6,119,18.07,151.4,83,6.81,12.6,7,3.4,5
"1375","KS",131,"area_code_510","no","no",0,195.6,93,33.25,245,100,20.83,104.7,97,4.71,13.2,6,3.56,2
"1376","HI",161,"area_code_408","no","no",0,165.4,88,28.12,209.7,111,17.82,270.7,129,12.18,10.5,3,2.84,4
"1377","MS",108,"area_code_415","no","yes",28,221.3,117,37.62,156,102,13.26,159.3,80,7.17,8.7,3,2.35,0
"1378","WV",69,"area_code_415","yes","no",0,176.8,89,30.06,196,89,16.66,232.6,151,10.47,13.1,5,3.54,1
"1379","MS",57,"area_code_415","no","yes",36,244.5,94,41.57,161.2,113,13.7,184.3,105,8.29,9.7,3,2.62,1
"1380","GA",120,"area_code_510","no","no",0,147.7,101,25.11,144.1,71,12.25,237,115,10.67,11.1,5,3,0
"1381","AL",97,"area_code_415","no","no",0,164.3,106,27.93,182.3,97,15.5,183.9,93,8.28,12.1,2,3.27,1
"1382","ID",139,"area_code_408","no","no",0,187.4,86,31.86,169.3,116,14.39,153.4,88,6.9,11.7,3,3.16,1
"1383","MN",42,"area_code_408","no","yes",34,131.5,143,22.36,185.3,109,15.75,177.3,117,7.98,10.9,5,2.94,0
"1384","WY",63,"area_code_415","no","no",0,120.1,103,20.42,179.2,132,15.23,127.3,82,5.73,6.3,4,1.7,1
"1385","DC",17,"area_code_510","no","yes",30,280,101,47.6,258.9,85,22.01,230,130,10.35,10.3,2,2.78,3
"1386","NY",101,"area_code_415","no","no",0,229.8,97,39.07,217.8,133,18.51,243.5,53,10.96,8.9,2,2.4,1
"1387","OH",163,"area_code_415","no","no",0,241.6,102,41.07,138.9,100,11.81,148.8,129,6.7,9.8,6,2.65,1
"1388","TN",96,"area_code_415","no","no",0,264.6,117,44.98,264.1,121,22.45,77.1,89,3.47,8.1,4,2.19,0
"1389","CT",106,"area_code_510","no","yes",36,124.8,93,21.22,241.7,83,20.54,219,110,9.86,11.3,3,3.05,1
"1390","DE",148,"area_code_510","no","no",0,230.6,92,39.2,185.6,97,15.78,183.2,79,8.24,6.2,4,1.67,2
"1391","OK",127,"area_code_408","no","no",0,212.9,92,36.19,260.1,124,22.11,177.6,85,7.99,8.6,2,2.32,2
"1392","MO",83,"area_code_510","no","no",0,133.9,82,22.76,169.6,105,14.42,222.8,114,10.03,11.7,4,3.16,0
"1393","NV",83,"area_code_510","no","yes",31,129.8,87,22.07,183.4,110,15.59,169.4,40,7.62,14.3,6,3.86,1
"1394","DC",165,"area_code_415","yes","no",0,81.4,110,13.84,263.7,150,22.41,219.7,107,9.89,12.2,3,3.29,1
"1395","ME",79,"area_code_510","yes","no",0,300.4,113,51.07,210.8,93,17.92,173.4,121,7.8,11.9,3,3.21,2
"1396","AZ",94,"area_code_415","no","no",0,195.1,105,33.17,272.4,100,23.15,142.7,102,6.42,11.5,16,3.11,1
"1397","WA",106,"area_code_415","no","no",0,149.7,114,25.45,104.5,72,8.88,227.9,87,10.26,9,2,2.43,2
"1398","AL",92,"area_code_408","no","no",0,185.8,61,31.59,118.1,131,10.04,257.5,70,11.59,11.8,4,3.19,1
"1399","ME",163,"area_code_415","no","yes",30,195.2,123,33.18,126.4,115,10.74,221,90,9.95,9,5,2.43,5
"1400","LA",59,"area_code_415","no","no",0,119,119,20.23,134.5,115,11.43,298.6,75,13.44,9,6,2.43,2
"1401","HI",103,"area_code_415","no","no",0,245.8,116,41.79,135.4,97,11.51,190.9,73,8.59,9.9,7,2.67,1
"1402","NH",80,"area_code_510","no","no",0,213.3,124,36.26,189.6,86,16.12,193.7,107,8.72,12.1,2,3.27,1
"1403","NJ",117,"area_code_415","no","no",0,128.6,92,21.86,191.7,61,16.29,121.7,117,5.48,12.4,9,3.35,2
"1404","VT",149,"area_code_415","no","no",0,194.9,108,33.13,187.1,102,15.9,174.9,168,7.87,8.2,4,2.21,4
"1405","MA",158,"area_code_415","no","no",0,214.7,112,36.5,262.9,115,22.35,228.9,68,10.3,11.6,2,3.13,1
"1406","RI",127,"area_code_510","no","no",0,211.1,62,35.89,235.2,143,19.99,227.5,66,10.24,15.6,3,4.21,2
"1407","NY",108,"area_code_415","no","yes",19,312.4,98,53.11,271.4,122,23.07,162.6,91,7.32,10.1,6,2.73,0
"1408","NV",58,"area_code_415","no","yes",28,236.8,89,40.26,158.4,91,13.46,212.3,97,9.55,8,3,2.16,2
"1409","DC",108,"area_code_510","yes","yes",36,153.8,105,26.15,246.2,62,20.93,150.9,125,6.79,11.1,4,3,1
"1410","GA",90,"area_code_415","no","no",0,68.8,124,11.7,168.1,106,14.29,281.7,96,12.68,9.8,5,2.65,1
"1411","IL",68,"area_code_415","no","no",0,134.6,73,22.88,206.8,117,17.58,138.4,104,6.23,9.4,2,2.54,2
"1412","WA",171,"area_code_415","no","no",0,232.4,101,39.51,182,80,15.47,271.8,133,12.23,9.5,3,2.57,0
"1413","OH",107,"area_code_415","no","yes",26,234,116,39.78,223.9,103,19.03,246.5,105,11.09,13.8,1,3.73,1
"1414","CT",80,"area_code_415","no","no",0,195.6,111,33.25,221.5,122,18.83,182,89,8.19,10.8,1,2.92,1
"1415","DE",82,"area_code_415","yes","yes",41,116.9,74,19.87,228.2,115,19.4,251.4,89,11.31,9.9,8,2.67,1
"1416","DE",44,"area_code_415","no","no",0,225.6,118,38.35,135.4,122,11.51,190.1,96,8.55,12.1,5,3.27,1
"1417","FL",89,"area_code_510","no","no",0,215.9,106,36.7,211.1,89,17.94,252.9,106,11.38,8.8,4,2.38,0
"1418","DC",41,"area_code_510","no","no",0,208,83,35.36,199.4,110,16.95,173.5,91,7.81,14.9,3,4.02,1
"1419","MO",104,"area_code_510","no","no",0,189.3,73,32.18,156.2,120,13.28,232.2,76,10.45,7.5,8,2.03,3
"1420","AK",68,"area_code_415","no","no",0,172.3,135,29.29,190.2,93,16.17,297.6,84,13.39,10.4,2,2.81,1
"1421","RI",60,"area_code_415","no","no",0,221,94,37.57,308.2,72,26.2,233.2,94,10.49,10.1,5,2.73,1
"1422","OH",184,"area_code_415","no","no",0,167.2,133,28.42,162.1,123,13.78,156.9,81,7.06,9.5,4,2.57,1
"1423","IL",156,"area_code_415","no","no",0,162.6,113,27.64,260.2,90,22.12,214.7,93,9.66,10.9,2,2.94,0
"1424","TN",102,"area_code_415","no","no",0,183.2,112,31.14,187.5,113,15.94,232.3,77,10.45,9.2,5,2.48,1
"1425","WV",131,"area_code_408","no","no",0,155.6,78,26.45,165.2,134,14.04,184.1,89,8.28,8.7,2,2.35,2
"1426","TN",127,"area_code_415","yes","no",0,220.7,100,37.52,170.2,89,14.47,278.4,73,12.53,15,4,4.05,3
"1427","NY",81,"area_code_408","no","yes",36,164.8,106,28.02,210.2,138,17.87,173.6,78,7.81,4.3,2,1.16,2
"1428","OH",160,"area_code_415","no","no",0,237.1,126,40.31,238.4,127,20.26,181.3,100,8.16,10.7,8,2.89,2
"1429","WV",78,"area_code_510","no","yes",26,189,98,32.13,191.7,67,16.29,217,68,9.76,11.3,3,3.05,0
"1430","KS",152,"area_code_408","no","yes",39,243.1,137,41.33,236.7,103,20.12,191.2,118,8.6,9.9,3,2.67,1
"1431","VA",144,"area_code_415","no","no",0,97.9,119,16.64,171.3,88,14.56,169.9,83,7.65,7.4,4,2,0
"1432","MA",36,"area_code_415","no","no",0,140.4,117,23.87,204.5,121,17.38,251.3,79,11.31,8.7,4,2.35,2
"1433","AL",151,"area_code_408","no","yes",27,166.4,112,28.29,234.3,116,19.92,161.1,95,7.25,5.5,2,1.49,0
"1434","UT",96,"area_code_415","no","no",0,125.8,102,21.39,244.4,111,20.77,167.7,90,7.55,9,2,2.43,2
"1435","MA",106,"area_code_408","no","no",0,186.2,97,31.65,257.7,89,21.9,164.3,106,7.39,11,4,2.97,2
"1436","DE",145,"area_code_415","no","no",0,189.3,113,32.18,203.7,92,17.31,218.3,103,9.82,14.2,3,3.83,5
"1437","WY",88,"area_code_408","no","no",0,166.4,97,28.29,186.7,118,15.87,251.6,89,11.32,14.5,4,3.92,0
"1438","DE",95,"area_code_415","no","no",0,145.4,98,24.72,334.1,109,28.4,209.8,72,9.44,8.8,2,2.38,1
"1439","NJ",42,"area_code_408","no","yes",16,240.8,80,40.94,212.6,121,18.07,271.7,138,12.23,9.4,4,2.54,1
"1440","OR",99,"area_code_408","no","no",0,221,118,37.57,138.8,104,11.8,198.6,96,8.94,12.1,4,3.27,0
"1441","PA",72,"area_code_415","no","no",0,180,109,30.6,292.7,96,24.88,194.9,114,8.77,10.8,4,2.92,0
