"","state","account_length","area_code","international_plan","voice_mail_plan","number_vmail_messages","total_day_calls","total_day_charge","total_eve_minutes","total_eve_calls","total_night_calls","total_night_charge","total_intl_minutes","total_intl_calls","number_customer_service_calls","churn","vmail_flag","number"
"1633","OK",88,"area_code_408","yes","no",0,132,22.59,208.2,82,42,11.72,14.4,11,2,"yes","no",2.39789527279837
"1634","SC",78,"area_code_510","no","no",0,110,28.61,221.2,73,136,10.85,12.5,1,1,"no","no",0
"1635","MO",140,"area_code_510","no","no",0,114,34.32,181.7,97,122,8.3,12.1,10,0,"no","no",2.30258509299405
"1636","ME",97,"area_code_510","no","no",0,96,20.54,169.8,101,63,8.73,11.9,3,4,"yes","no",1.09861228866811
"1637","UT",68,"area_code_415","no","no",0,112,36.36,260.5,100,97,10.52,8.4,3,1,"yes","no",1.09861228866811
"1638","KY",119,"area_code_510","no","no",0,122,37.88,163.2,107,112,7.23,11.2,6,1,"no","no",1.79175946922805
"1639","NH",119,"area_code_415","no","yes",19,110,30.28,212.8,100,123,10.18,10,6,1,"no","yes",1.79175946922805
"1640","KY",131,"area_code_408","no","yes",29,102,40.75,212.8,109,77,8.45,10.5,2,1,"no","yes",0.693147180559945
"1641","ME",175,"area_code_415","no","no",0,95,22.44,231.2,74,108,14.1,8.7,10,1,"no","no",2.30258509299405
"1642","SD",88,"area_code_408","no","no",0,107,24.17,262.4,84,99,6.26,10.1,5,1,"no","no",1.6094379124341
"1643","VA",172,"area_code_510","no","no",0,123,28.87,183.1,94,72,17.77,12.7,7,2,"no","no",1.94591014905531
"1644","IN",148,"area_code_415","no","yes",26,91,26.98,160.5,127,88,9.82,9.9,3,1,"no","yes",1.09861228866811
"1645","HI",101,"area_code_415","no","no",0,89,43.04,237.9,114,85,6.94,9.7,7,4,"no","no",1.94591014905531
"1646","WV",21,"area_code_415","no","no",0,109,15.62,198.4,111,125,7.73,13,7,2,"no","no",1.94591014905531
"1647","KS",137,"area_code_415","no","yes",19,96,29.8,241.3,146,109,9.51,7.8,2,0,"no","yes",0.693147180559945
"1648","MA",85,"area_code_415","no","no",0,79,46.7,119.4,122,74,13.36,9.4,10,1,"no","no",2.30258509299405
"1649","KS",159,"area_code_415","no","yes",19,78,31.3,194.5,71,101,10.15,16.9,3,0,"no","yes",1.09861228866811
"1650","AK",132,"area_code_415","no","yes",39,93,29.87,187.2,94,118,10.15,8.6,3,2,"no","yes",1.09861228866811
"1651","AK",1,"area_code_408","no","no",0,74,29.78,151.7,79,109,10.37,5.3,3,1,"no","no",1.09861228866811
"1652","KS",120,"area_code_510","no","no",0,110,26.86,197,103,132,6.97,10,5,1,"no","no",1.6094379124341
"1653","PA",61,"area_code_415","no","yes",31,98,42.86,215.7,149,117,6.11,5.1,4,2,"no","yes",1.38629436111989
"1654","CT",162,"area_code_408","no","no",0,121,8.36,143.9,136,97,9.14,12.1,13,1,"no","no",2.56494935746154
"1655","SD",129,"area_code_408","no","no",0,93,8.87,128.8,117,63,6.38,9.4,12,1,"no","no",2.484906649788
"1656","SC",142,"area_code_510","no","no",0,98,34.71,188.9,85,136,10.4,6.5,6,1,"no","no",1.79175946922805
"1657","VA",67,"area_code_415","no","no",0,65,23.61,208.9,109,82,10.46,9.2,3,2,"no","no",1.09861228866811
"1658","OR",100,"area_code_415","no","yes",31,67,11.51,147.1,116,103,12.97,12.3,2,6,"yes","yes",0.693147180559945
"1659","VT",159,"area_code_415","no","no",0,103,46.89,189.5,108,93,10.08,7.4,5,2,"yes","no",1.6094379124341
"1660","NV",137,"area_code_415","yes","no",0,95,22.97,134.1,102,81,10.04,12.3,2,2,"yes","no",0.693147180559945
"1661","ME",55,"area_code_510","no","no",0,100,30.82,200.5,122,99,10.21,10.9,2,1,"no","no",0.693147180559945
"1662","NC",102,"area_code_408","no","yes",27,66,18.67,207.3,76,101,10.66,10.3,7,0,"no","yes",1.94591014905531
"1663","AL",25,"area_code_408","no","no",0,80,45.03,281.2,66,80,7.47,8.4,4,1,"yes","no",1.38629436111989
"1664","MO",85,"area_code_510","no","no",0,96,28.19,190,141,116,6.48,10.9,3,5,"yes","no",1.09861228866811
"1665","NE",61,"area_code_408","no","no",0,104,45.41,180.4,131,106,10.38,17.3,4,1,"yes","no",1.38629436111989
"1666","AK",109,"area_code_415","no","yes",40,110,26.5,161.2,99,81,10.31,11.5,13,0,"no","yes",2.56494935746154
"1667","NE",34,"area_code_415","no","no",0,74,32.93,126.9,84,166,9.95,8.8,4,0,"no","no",1.38629436111989
"1668","WY",81,"area_code_415","no","no",0,109,28.08,170.6,96,74,9.23,9.9,4,0,"no","no",1.38629436111989
"1669","SC",36,"area_code_415","no","no",0,132,31.38,193.7,69,83,12.76,5.9,3,1,"no","no",1.09861228866811
"1670","NE",100,"area_code_415","no","no",0,106,37.45,126.1,124,67,10.89,10.2,1,3,"no","no",0
"1671","AZ",106,"area_code_408","no","no",0,120,46.55,149.3,104,127,8.73,11.2,3,0,"no","no",1.09861228866811
"1672","WA",184,"area_code_408","no","no",0,93,25.79,178.5,77,111,10.31,13.1,8,2,"no","no",2.07944154167984
"1673","SC",88,"area_code_408","no","no",0,94,26.1,251.7,118,99,8.2,8.5,6,1,"no","no",1.79175946922805
"1674","RI",126,"area_code_510","no","no",0,102,30.89,216.3,114,83,14.31,12.4,6,1,"no","no",1.79175946922805
"1675","MT",149,"area_code_415","no","no",0,83,41.51,262,72,113,6.5,7,4,1,"no","no",1.38629436111989
"1676","OR",27,"area_code_510","no","no",0,81,39.46,210.8,101,87,7.44,15,6,5,"no","no",1.79175946922805
"1677","MI",127,"area_code_415","no","no",0,103,34.36,229.4,86,113,8.78,11.5,3,2,"no","no",1.09861228866811
"1678","OH",106,"area_code_415","no","no",0,112,26.96,220,114,106,11.38,9.1,3,0,"no","no",1.09861228866811
"1679","AR",57,"area_code_415","no","yes",26,99,23.58,134.5,105,95,11.78,13,5,2,"no","yes",1.6094379124341
"1680","CT",99,"area_code_415","no","no",0,64,24.94,274,99,98,14.46,8.9,1,3,"no","no",0
"1681","MN",122,"area_code_415","no","no",0,89,21.42,147,95,97,12.61,5.6,4,0,"no","no",1.38629436111989
"1682","OK",78,"area_code_510","no","no",0,84,23.8,216.8,73,102,10.1,9,6,2,"no","no",1.79175946922805
"1683","ME",140,"area_code_510","no","no",0,86,25.21,184.2,151,83,8.06,10.9,4,0,"no","no",1.38629436111989
"1684","FL",109,"area_code_408","no","no",0,115,36.89,207,142,106,12.06,8.2,4,1,"no","no",1.38629436111989
"1685","WV",117,"area_code_510","yes","no",0,121,33.73,249.5,104,115,7.33,10.5,5,1,"no","no",1.6094379124341
"1686","CT",89,"area_code_415","no","no",0,77,13.99,167.2,80,70,8.76,7.2,4,1,"no","no",1.38629436111989
"1687","GA",111,"area_code_408","yes","no",0,102,30.11,249.1,102,66,6.9,8.8,4,2,"no","no",1.38629436111989
"1688","IL",100,"area_code_415","no","no",0,95,32.62,200.9,101,74,12.24,18.2,3,1,"no","no",1.09861228866811
"1689","SD",93,"area_code_510","no","no",0,106,55.78,151.7,89,114,13.66,8.7,3,1,"yes","no",1.09861228866811
"1690","NY",82,"area_code_415","no","no",0,77,28.41,131.8,79,98,8.43,9.4,1,6,"yes","no",0
"1691","MN",138,"area_code_415","no","no",0,83,33.03,189.9,97,102,10.45,9,3,5,"no","no",1.09861228866811
"1692","IL",116,"area_code_510","no","no",0,110,27.98,270.6,103,109,10.37,8,3,0,"no","no",1.09861228866811
"1693","CO",101,"area_code_408","no","yes",23,101,44.57,157,80,100,5.81,7.3,14,1,"no","yes",2.63905732961526
"1694","WI",153,"area_code_510","no","no",0,103,27.12,275.5,90,126,7.95,10.1,2,1,"yes","no",0.693147180559945
"1695","MN",102,"area_code_415","no","yes",32,108,23.07,216.5,134,125,7.22,13,7,1,"no","yes",1.94591014905531
"1696","NV",53,"area_code_415","no","no",0,97,28.7,220.3,87,113,6.94,10.9,2,0,"no","no",0.693147180559945
"1697","DE",155,"area_code_415","no","no",0,89,42.59,146.1,84,60,7.39,8.4,3,1,"no","no",1.09861228866811
"1698","UT",170,"area_code_415","no","no",0,44,48.57,167.5,144,97,11.7,8.7,4,1,"yes","no",1.38629436111989
"1699","VT",109,"area_code_408","no","no",0,113,37.77,218.5,122,88,11.97,10.9,5,1,"no","no",1.6094379124341
"1700","CO",118,"area_code_415","no","yes",36,106,50.13,165.7,115,63,8.51,9.8,5,3,"no","yes",1.6094379124341
"1701","VT",93,"area_code_510","no","yes",32,117,37.18,115,61,85,8.67,9.4,5,2,"no","yes",1.6094379124341
"1702","MN",157,"area_code_510","no","no",0,92,31.47,213,85,85,8.82,8.5,5,2,"no","no",1.6094379124341
"1703","OH",65,"area_code_415","no","no",0,139,41.77,241.9,113,117,12.84,4.2,5,4,"yes","no",1.6094379124341
"1704","CO",107,"area_code_415","no","no",0,108,34.77,162.4,110,102,6.98,13.4,1,3,"no","no",0
"1705","ID",103,"area_code_415","no","no",0,134,12.05,134.5,112,164,7.6,12,6,2,"no","no",1.79175946922805
"1706","UT",95,"area_code_408","no","yes",35,143,38.95,148.2,104,110,11.18,3.9,3,0,"no","yes",1.09861228866811
"1707","MS",124,"area_code_415","no","no",0,85,42.76,214.2,98,71,8.37,11.1,6,3,"no","no",1.79175946922805
"1708","IA",80,"area_code_408","no","yes",22,142,31.08,229.3,111,85,14.12,11.3,2,1,"no","yes",0.693147180559945
"1709","MN",120,"area_code_415","no","yes",31,117,35.87,238.7,77,99,8.3,14,8,1,"no","yes",2.07944154167984
"1710","SD",87,"area_code_415","no","yes",33,99,21.25,235.3,81,95,9.69,10.2,7,2,"no","yes",1.94591014905531
"1711","PA",52,"area_code_408","no","no",0,67,36.7,217,108,130,15.43,5.2,2,1,"no","no",0.693147180559945
"1712","CT",144,"area_code_510","yes","yes",35,127,29.72,219.6,93,90,11.51,12.8,3,0,"no","yes",1.09861228866811
"1713","VT",111,"area_code_408","no","no",0,112,16.88,270.5,136,94,10.14,9,6,3,"no","no",1.79175946922805
"1714","NM",65,"area_code_415","no","no",0,95,17.97,141.8,100,105,8.12,6.6,12,2,"no","no",2.484906649788
"1715","AK",111,"area_code_415","no","no",0,58,29.38,183.1,108,104,7.15,7.9,3,4,"yes","no",1.09861228866811
"1716","AZ",158,"area_code_510","no","no",0,97,34.88,240.6,77,108,3.59,14.4,12,0,"no","no",2.484906649788
"1717","NY",122,"area_code_510","no","no",0,102,24.75,284.7,111,91,10.27,12.2,5,0,"no","no",1.6094379124341
"1718","NE",78,"area_code_510","no","yes",32,116,35.75,192.2,83,92,11.07,10.8,4,6,"no","yes",1.38629436111989
"1719","OR",66,"area_code_408","no","no",0,76,14.89,262,111,125,8.31,9.2,5,1,"no","no",1.6094379124341
"1720","AL",137,"area_code_415","no","no",0,115,17.8,249.8,144,99,8.65,8.9,2,1,"no","no",0.693147180559945
"1721","OH",125,"area_code_415","no","no",0,115,36.5,260.6,94,123,11.98,7.4,6,3,"no","no",1.79175946922805
"1722","WI",119,"area_code_415","no","no",0,126,38.52,143.6,107,123,4.27,12.1,5,1,"no","no",1.6094379124341
"1723","TX",73,"area_code_415","no","no",0,90,38.15,159.5,88,74,8.68,13,2,1,"no","no",0.693147180559945
"1724","AR",138,"area_code_510","no","no",0,101,24.91,284.5,142,98,7.92,14,6,3,"no","no",1.79175946922805
"1725","WA",121,"area_code_408","no","no",0,98,35.34,210.5,96,114,4.93,7.7,2,2,"no","no",0.693147180559945
"1726","OK",51,"area_code_415","no","no",0,102,14.69,202.1,113,84,5.09,11.9,6,2,"no","no",1.79175946922805
"1727","MN",72,"area_code_408","no","yes",31,124,37.64,313.4,96,94,7.92,11.8,1,3,"no","yes",0
"1728","WI",107,"area_code_510","no","yes",25,91,42.26,119.3,115,83,8.74,12,1,1,"no","yes",0
"1729","MN",61,"area_code_415","no","no",0,67,33.54,264.5,106,116,9.47,9,6,1,"no","no",1.79175946922805
"1730","WV",52,"area_code_510","no","yes",21,119,33.27,106.2,95,94,7.08,5.3,3,2,"no","yes",1.09861228866811
"1731","FL",161,"area_code_415","yes","no",0,114,26.54,180.3,63,115,8.08,11.1,9,2,"no","no",2.19722457733622
"1732","OK",125,"area_code_415","no","yes",36,117,34.22,42.2,78,104,5.66,5.4,3,1,"no","yes",1.09861228866811
"1733","MI",158,"area_code_415","no","no",0,103,33.3,89.1,95,82,13.6,10.3,3,1,"no","no",1.09861228866811
"1734","OH",114,"area_code_415","no","no",0,88,32.56,175.2,78,118,9.91,0,0,0,"no","no",-Inf
"1735","UT",118,"area_code_408","yes","yes",52,114,21.03,133.2,137,102,8.63,7.9,3,0,"no","yes",1.09861228866811
"1736","NH",110,"area_code_408","no","no",0,81,27.54,247.5,89,99,7,8.9,8,0,"no","no",2.07944154167984
"1737","VT",105,"area_code_415","no","no",0,111,34.78,134.4,109,69,11.74,5.7,7,1,"no","no",1.94591014905531
"1738","MN",85,"area_code_415","no","no",0,114,43.4,194.6,83,78,12.45,3.7,5,3,"no","no",1.6094379124341
"1739","MT",124,"area_code_415","no","yes",30,35,24.57,262.3,101,82,10.19,12,7,2,"no","yes",1.94591014905531
"1740","MS",78,"area_code_415","no","yes",13,93,47.8,178.2,101,129,10.99,6.4,5,2,"no","yes",1.6094379124341
"1741","NY",86,"area_code_510","no","no",0,125,12.02,211,113,107,7.86,0,0,2,"no","no",-Inf
"1742","ME",167,"area_code_510","no","yes",30,118,33.29,166.4,109,84,13.38,11.7,2,0,"no","yes",0.693147180559945
"1743","VT",95,"area_code_510","yes","yes",41,91,23.26,200.8,61,67,6.02,10.3,9,5,"yes","yes",2.19722457733622
"1744","CT",73,"area_code_510","no","no",0,123,27.03,233.3,95,155,8.05,15.2,3,2,"no","no",1.09861228866811
"1745","CT",133,"area_code_408","no","no",0,72,40.94,202.7,62,76,9.58,7.7,5,1,"no","no",1.6094379124341
"1746","LA",81,"area_code_415","no","yes",36,120,19.7,236.6,95,90,11.48,11.7,6,3,"no","yes",1.79175946922805
"1747","SD",98,"area_code_415","no","no",0,65,52.22,138.6,97,99,17.17,10.2,4,2,"yes","no",1.38629436111989
"1748","ME",177,"area_code_415","no","no",0,106,39.58,175.2,97,77,9.55,12.5,7,2,"no","no",1.94591014905531
"1749","CT",60,"area_code_415","no","yes",20,113,20.11,253.8,97,78,7.78,9.4,4,1,"no","yes",1.38629436111989
"1750","CA",112,"area_code_415","no","no",0,101,17.9,187.2,92,101,9.29,11.1,2,4,"yes","no",0.693147180559945
"1751","MN",122,"area_code_415","no","no",0,101,39.8,200.2,121,89,10.68,13.1,9,2,"no","no",2.19722457733622
"1752","WI",81,"area_code_415","no","yes",33,117,27.47,123,90,101,11.76,12.2,5,1,"no","yes",1.6094379124341
"1753","LA",123,"area_code_510","no","yes",32,77,36.09,251.5,78,85,9.39,6.6,2,3,"no","yes",0.693147180559945
"1754","MT",58,"area_code_510","no","yes",29,80,40.87,118.9,91,108,7.39,11.2,3,1,"no","yes",1.09861228866811
"1755","NM",54,"area_code_415","no","yes",24,88,15.69,193.1,98,119,4.47,11.6,3,2,"no","yes",1.09861228866811
"1756","ID",73,"area_code_408","no","no",0,76,11.39,223,154,151,10.64,11.2,2,1,"no","no",0.693147180559945
"1757","UT",39,"area_code_408","no","no",0,81,26.72,247.7,131,141,9.71,9.9,9,1,"no","no",2.19722457733622
"1758","IL",129,"area_code_415","no","no",0,91,33.73,264.7,106,101,5.01,9.2,2,2,"no","no",0.693147180559945
"1759","MS",145,"area_code_510","yes","yes",30,107,29.8,153.3,116,85,10.51,11.1,3,1,"no","yes",1.09861228866811
"1760","ND",62,"area_code_510","no","no",0,100,27.18,172.2,99,109,11.84,5.6,4,1,"no","no",1.38629436111989
"1761","WV",74,"area_code_408","no","no",0,79,29.94,208.3,105,86,10.69,16.1,4,4,"no","no",1.38629436111989
"1762","PA",65,"area_code_415","no","yes",23,106,38.11,189.6,100,75,10.03,9.8,4,0,"no","yes",1.38629436111989
"1763","AR",57,"area_code_415","no","yes",23,57,35.48,233.4,132,117,4.9,9.1,5,1,"no","yes",1.6094379124341
"1764","IN",185,"area_code_415","no","no",0,77,15.2,288.9,128,93,7.33,10.4,2,3,"no","no",0.693147180559945
"1765","AR",86,"area_code_408","no","yes",16,88,24.77,191,129,82,9.7,11.3,7,0,"no","yes",1.94591014905531
"1766","CT",3,"area_code_415","no","yes",36,117,20.08,221.5,125,89,4.68,11.9,6,2,"no","yes",1.79175946922805
"1767","ID",86,"area_code_415","no","no",0,98,33.01,193.8,95,123,8.64,9.3,7,3,"no","no",1.94591014905531
"1768","TN",1,"area_code_415","no","no",0,107,33.34,296.5,82,91,9.52,7,2,1,"no","no",0.693147180559945
"1769","GA",69,"area_code_408","no","no",0,122,36.7,270.3,114,129,13.58,6.1,5,4,"yes","no",1.6094379124341
"1770","MO",120,"area_code_415","no","no",0,123,13.46,212.1,106,104,10.11,10.2,4,3,"no","no",1.38629436111989
"1771","SC",111,"area_code_415","no","no",0,103,18.77,137.3,102,105,8.53,7.7,6,2,"no","no",1.79175946922805
"1772","GA",111,"area_code_408","yes","no",0,47,27.1,269.3,53,103,8.09,13.7,2,2,"yes","no",0.693147180559945
"1773","AR",156,"area_code_510","no","no",0,114,32.2,145.7,96,121,8.68,4.5,13,0,"no","no",2.56494935746154
"1774","IL",57,"area_code_415","no","yes",30,105,30.46,283.2,83,77,10.26,14.7,5,1,"no","yes",1.6094379124341
"1775","WY",124,"area_code_415","no","no",0,102,30.31,235,120,119,10.79,10.9,1,3,"no","no",0
"1776","VA",133,"area_code_415","no","no",0,64,29.21,177.1,83,96,10.04,10.3,4,1,"no","no",1.38629436111989
"1777","IA",157,"area_code_415","no","no",0,113,42.28,251.8,79,46,11.82,7.5,3,5,"yes","no",1.09861228866811
"1778","WI",48,"area_code_510","no","no",0,110,30.07,274.3,114,125,5.19,11,2,1,"no","no",0.693147180559945
"1779","NY",94,"area_code_415","no","no",0,91,32.37,92,107,108,10.12,13.6,17,2,"no","no",2.83321334405622
"1780","PA",137,"area_code_415","no","no",0,63,42.21,250.4,108,94,7.16,9.6,4,1,"no","no",1.38629436111989
"1781","SC",90,"area_code_408","no","yes",31,92,20.15,257.9,76,96,8.38,9,6,1,"no","yes",1.79175946922805
"1782","VA",136,"area_code_408","no","no",0,79,24.19,158,113,75,7.99,6,11,2,"no","no",2.39789527279837
"1783","FL",129,"area_code_415","yes","no",0,78,45.46,204.2,85,146,5.03,5.9,4,1,"no","no",1.38629436111989
"1784","UT",139,"area_code_415","no","no",0,132,28.05,249.7,86,128,7.66,12.6,8,1,"no","no",2.07944154167984
"1785","MN",129,"area_code_510","no","yes",31,99,32.81,224.8,87,91,8.89,10.3,8,2,"no","yes",2.07944154167984
"1786","IA",98,"area_code_510","no","yes",21,114,27.4,252.2,83,92,7.21,4.4,8,4,"no","yes",2.07944154167984
"1787","NY",137,"area_code_415","yes","no",0,123,29.58,161.3,115,98,11.73,11.4,3,2,"no","no",1.09861228866811
"1788","WV",141,"area_code_415","yes","yes",37,84,43.96,222,111,97,14.69,11.2,5,0,"no","yes",1.6094379124341
"1789","WV",145,"area_code_415","no","no",0,97,22,185.4,101,106,9.21,1.1,2,2,"no","no",0.693147180559945
"1790","AL",13,"area_code_415","no","no",0,139,24.33,239.6,88,123,9.98,7.1,5,2,"no","no",1.6094379124341
"1791","AZ",97,"area_code_408","no","no",0,84,28.85,165.9,86,83,8.64,12.8,6,3,"no","no",1.79175946922805
"1792","SD",52,"area_code_510","no","yes",20,63,22.66,184.1,123,107,12.28,13.5,2,1,"no","yes",0.693147180559945
"1793","OH",176,"area_code_415","no","yes",31,93,28.39,174.1,128,124,6.98,10.4,4,3,"no","yes",1.38629436111989
"1794","VT",105,"area_code_510","no","no",0,93,28.51,234.1,103,121,7.64,6.9,5,3,"no","no",1.6094379124341
"1795","WI",116,"area_code_415","no","yes",35,104,34.07,272.8,89,100,9.65,8.3,4,1,"no","yes",1.38629436111989
"1796","MN",150,"area_code_408","no","no",0,115,28.9,162.7,138,77,12.02,8.3,2,0,"no","no",0.693147180559945
"1797","CO",22,"area_code_510","no","yes",23,94,30.96,164.6,59,102,5.8,12.7,4,3,"no","yes",1.38629436111989
"1798","WA",64,"area_code_510","no","no",0,91,8.6,308.9,78,114,11.49,13.7,5,2,"no","no",1.6094379124341
"1799","UT",107,"area_code_510","no","no",0,98,43.81,156.5,84,123,4.7,9.8,3,1,"no","no",1.09861228866811
"1800","NC",122,"area_code_510","no","yes",30,108,39.12,287.6,76,85,7.97,6.9,3,2,"no","yes",1.09861228866811
"1801","GA",117,"area_code_415","yes","no",0,118,48.86,259.6,84,86,6.89,10,3,1,"yes","no",1.09861228866811
"1802","NE",74,"area_code_415","no","yes",25,84,33.08,119.9,103,75,7.9,13.1,2,2,"no","yes",0.693147180559945
"1803","WV",67,"area_code_510","no","no",0,131,25.93,252.4,107,104,8.34,4.9,3,2,"no","no",1.09861228866811
"1804","AR",74,"area_code_510","no","no",0,111,25.25,146.5,42,83,13.01,9.9,6,3,"no","no",1.79175946922805
"1805","NM",80,"area_code_510","no","no",0,97,35.07,154.9,98,82,11.86,12.4,12,0,"no","no",2.484906649788
"1806","OK",105,"area_code_510","yes","yes",28,89,26.54,107.1,114,95,7.55,14.7,3,0,"yes","yes",1.09861228866811
"1807","IL",68,"area_code_415","yes","yes",29,113,33.24,171.6,96,85,9.18,13.5,9,1,"yes","yes",2.19722457733622
"1808","WA",130,"area_code_510","no","no",0,70,21.13,270.7,99,83,10.78,3.5,6,0,"no","no",1.79175946922805
"1809","MN",178,"area_code_510","no","no",0,104,38.32,110.7,90,109,6.03,15.3,5,2,"yes","no",1.6094379124341
"1810","NE",21,"area_code_510","no","no",0,110,38.25,244.2,111,93,9.95,10.7,4,0,"no","no",1.38629436111989
"1811","MO",109,"area_code_415","no","yes",39,69,14.69,189.1,108,119,10.14,4.8,4,2,"no","yes",1.38629436111989
"1812","CA",135,"area_code_408","no","no",0,105,28.41,131.6,120,83,10.92,10.4,2,3,"no","no",0.693147180559945
"1813","PA",92,"area_code_415","yes","no",0,125,43.49,142.7,111,101,8.15,11.7,3,0,"no","no",1.09861228866811
"1814","TX",77,"area_code_510","no","no",0,95,23.21,182.6,102,93,10.51,9.9,10,1,"no","no",2.30258509299405
"1815","IL",118,"area_code_415","no","no",0,107,17.61,82,149,103,7.63,6.6,6,0,"no","no",1.79175946922805
"1816","CT",74,"area_code_510","no","no",0,77,34.65,205.1,111,109,6.97,9,2,1,"no","no",0.693147180559945
"1817","SD",149,"area_code_408","no","yes",28,92,30.72,187.8,64,53,11.95,12.6,3,3,"no","yes",1.09861228866811
"1818","WV",111,"area_code_408","no","no",0,108,29.16,204.4,106,90,10.75,10.7,4,3,"no","no",1.38629436111989
"1819","SD",163,"area_code_415","yes","no",0,90,33.52,188.5,113,94,9.5,7.8,8,1,"no","no",2.07944154167984
"1820","NY",148,"area_code_408","no","no",0,120,35.43,174.4,99,105,13.98,11.2,4,1,"no","no",1.38629436111989
"1821","OH",86,"area_code_415","no","yes",29,79,38.32,187.1,112,112,12.65,12.9,3,1,"no","yes",1.09861228866811
"1822","KY",60,"area_code_408","no","no",0,134,23.02,205.9,85,103,9.18,7.9,4,1,"no","no",1.38629436111989
"1823","ME",108,"area_code_510","no","no",0,102,41.85,202.4,134,95,8.1,9.4,5,1,"no","no",1.6094379124341
"1824","OR",112,"area_code_408","no","no",0,34,23.07,243,99,115,9.42,12.2,8,1,"no","no",2.07944154167984
"1825","NH",75,"area_code_510","no","no",0,105,38.44,201.5,107,98,11.08,10.3,5,1,"no","no",1.6094379124341
"1826","NH",139,"area_code_510","no","no",0,140,37.62,157.8,89,89,8.66,11.3,6,1,"no","no",1.79175946922805
"1827","LA",150,"area_code_415","no","no",0,112,23.22,209.4,81,78,7.25,12.2,2,4,"yes","no",0.693147180559945
"1828","NE",147,"area_code_415","no","yes",38,126,41.38,273.8,109,91,12.73,14.1,8,2,"no","yes",2.07944154167984
